Token	True Label	Predicted Label
at	O	O
regular	O	O
intervals	O	O
after	O	O
each	O	O
test	O	O
.	O	O

results	O	O
:	O	O

both	O	O
forms	O	O
of	O	O
stress	O	O
led	O	O
to	O	O
prolonged	O	O
but	O	O
reversible	O	O
systolic	O	O
and	O	O
diastolic	O	O
dysfunction	O	O
.	O	O

there	O	O
was	O	O
no	O	O
difference	O	O
in	O	O
the	O	O
maximum	O	O
double	O	O
product	O	O
(	O	O
p	O	O
=	O	O
0	O	O
.	O	O
53	O	O
)	O	O
or	O	O
st	O	O
depression	O	O
(	O	O
p	O	O
=	O	O
0	O	O
.	O	O
63	O	O
)	O	O
with	O	O
either	O	O
form	O	O
of	O	O
stress	O	O
.	O	O

after	O	O
exercise	O	O
,	O	O
ejection	O	O
fraction	O	O
was	O	O
reduced	O	O
at	O	O
15	O	O
and	O	O
30	O	O
minutes	O	O
compared	O	O
with	O	O
baseline	O	O
(	O	O
mean	O	O
(	O	O
sem	O	O
)	O	O
,	O	O
-	O	O
5	O	O
.	O	O
6	O	O
(	O	O
1	O	O
.	O	O
5	O	O
)	O	O
%	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
;	O	O
and	O	O
-	O	O
6	O	O
.	O	O
1	O	O
(	O	O
2	O	O
.	O	O
2	O	O
)	O	O
%	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
,	O	O
and	O	O
at	O	O
30	O	O
and	O	O
45	O	O
minutes	O	O
after	O	O
dobutamine	B-chem	B-chem
(	O	O
-	O	O
10	O	O
.	O	O
8	O	O
(	O	O
1	O	O
.	O	O
8	O	O
)	O	O
%	O	O
and	O	O
-	O	O
5	O	O
.	O	O
5	O	O
(	O	O
1	O	O
.	O	O
8	O	O
)	O	O
%	O	O
,	O	O
both	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
.	O	O

regional	O	O
analysis	O	O
showed	O	O
a	O	O
reduction	O	O
in	O	O
the	O	O
worst	O	O
affected	O	O
segment	O	O
15	O	O
and	O	O
30	O	O
minutes	O	O
after	O	O
exercise	O	O
(	O	O
-	O	O
27	O	O
.	O	O
9	O	O
(	O	O
7	O	O
.	O	O
2	O	O
)	O	O
%	O	O
and	O	O
-	O	O
28	O	O
.	O	O
6	O	O
(	O	O
5	O	O
.	O	O
7	O	O
)	O	O
%	O	O
,	O	O
both	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
,	O	O
and	O	O
at	O	O
30	O	O
minutes	O	O
after	O	O
dobutamine	B-chem	B-chem
(	O	O
-	O	O
32	O	O
(	O	O
5	O	O
.	O	O
3	O	O
)	O	O
%	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
.	O	O

the	O	O
isovolumic	O	O
relaxation	O	O
period	O	O
was	O	O
prolonged	O	O
45	O	O
minutes	O	O
after	O	O
each	O	O
form	O	O
of	O	O
stress	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
)	O	O
.	O	O

conclusions	O	O
:	O	O

in	O	O
patients	O	O
with	O	O
coronary	O	O
artery	O	O
disease	O	O
,	O	O
dobutamine	B-chem	B-chem
induced	O	O
ischaemia	O	O
results	O	O
in	O	O
prolonged	O	O
reversible	O	O
left	O	O
ventricular	O	O
dysfunction	O	O
,	O	O
presumed	O	O
to	O	O
be	O	O
myocardial	O	O
stunning	O	O
,	O	O
similar	O	O
to	O	O
that	O	O
seen	O	O
after	O	O
exercise	O	O
.	O	O

dobutamine	B-chem	B-chem
induced	O	O
ischaemia	O	O
could	O	O
therefore	O	O
be	O	O
used	O	O
to	O	O
study	O	O
the	O	O
pathophysiology	O	O
of	O	O
this	O	O
phenomenon	O	O
further	O	O
in	O	O
patients	O	O
with	O	O
coronary	O	O
artery	O	O
disease	O	O
.	O	O

anorexigens	O	O
and	O	O
pulmonary	O	O
hypertension	O	O
in	O	O
the	O	O
united	O	O
states	O	O
:	O	O
results	O	O
from	O	O
the	O	O
surveillance	O	O
of	O	O
north	O	O
american	O	O
pulmonary	O	O
hypertension	O	O
.	O	O

background	O	O
:	O	O

the	O	O
use	O	O
of	O	O
appetite	O	B-chem
suppressants	O	I-chem
in	O	O
europe	O	O
has	O	O
been	O	O
associated	O	O
with	O	O
the	O	O
development	O	O
of	O	O
primary	O	O
pulmonary	O	O
hypertension	O	O
(	O	O
pph	O	O
)	O	O
.	O	O

recently	O	O
,	O	O
fenfluramine	B-chem	B-chem
appetite	O	I-chem
suppressants	O	I-chem
became	O	O
widely	O	O
used	O	O
in	O	O
the	O	O
united	O	O
states	O	O
but	O	O
were	O	O
withdrawn	O	O
in	O	O
september	O	O
1997	O	O
because	O	O
of	O	O
concerns	O	O
over	O	O
adverse	O	O
effects	O	O
.	O	O

materials	O	O
and	O	O
methods	O	O
:	O	O

we	O	O
conducted	O	O
a	O	O
prospective	O	O
surveillance	O	O
study	O	O
on	O	O
patients	O	O
diagnosed	O	O
with	O	O
pulmonary	O	O
hypertension	O	O
at	O	O
12	O	O
large	O	O
referral	O	O
centers	O	O
in	O	O
north	O	O
america	O	O
.	O	O

data	O	O
collected	O	O
on	O	O
patients	O	O
seen	O	O
from	O	O
september	O	O
1	O	O
,	O	O
1996	O	O
,	O	O
to	O	O
december	O	O
31	O	O
,	O	O
1997	O	O
,	O	O
included	O	O
the	O	O
cause	O	O
of	O	O
the	O	O
pulmonary	O	O
hypertension	O	O
and	O	O
its	O	O
severity	O	O
.	O	O

patients	O	O
with	O	O
no	O	O
identifiable	O	O
cause	O	O
of	O	O
pulmonary	O	O
hypertension	O	O
were	O	O
classed	O	O
as	O	O
pph	O	O
.	O	O

a	O	O
history	O	O
of	O	O
drug	O	O
exposure	O	O
also	O	O
was	O	O
taken	O	O
with	O	O
special	O	O
attention	O	O
on	O	O
the	O	O
use	O	O
of	O	O
antidepressants	O	B-chem
,	O	O
anorexigens	O	O
,	O	O
and	O	O
amphetamines	B-chem	B-chem
.	O	O

results	O	O
:	O	O

five	O	O
hundred	O	O
seventy	O	O
-	O	O
nine	O	O
patients	O	O
were	O	O
studied	O	O
,	O	O
205	O	O
with	O	O
pph	O	O
and	O	O
374	O	O
with	O	O
pulmonary	O	O
hypertension	O	O
from	O	O
other	O	O
causes	O	O
(	O	O
secondary	O	O
pulmonary	O	O
hypertension	O	O
[	O	O
sph	O	O
]	O	O
)	O	O
.	O	O

the	O	O
use	O	O
of	O	O
anorexigens	O	B-chem
was	O	O
common	O	O
in	O	O
both	O	O
groups	O	O
.	O	O

however	O	O
,	O	O
of	O	O
the	O	O
medications	O	O
surveyed	O	O
,	O	O
only	O	O
the	O	O
fenfluramines	B-chem	B-chem
had	O	O
a	O	O
significant	O	O
preferential	O	O
association	O	O
with	O	O
pph	O	O
as	O	O
compared	O	O
with	O	O
sph	O	O
(	O	O
adjusted	O	O
odds	O	O
ratio	O	O
for	O	O
use	O	O
>	O	O
6	O	O
months	O	O
,	O	O
7	O	O
.	O	O
5	O	O
;	O	O
95	O	O
%	O	O
confidence	O	O
interval	O	O
,	O	O
1	O	O
.	O	O
7	O	O
to	O	O
32	O	O
.	O	O
4	O	O
)	O	O
.	O	O

the	O	O
association	O	O
was	O	O
stronger	O	O
with	O	O
longer	O	O
duration	O	O
of	O	O
use	O	O
when	O	O
compared	O	O
to	O	O
shorter	O	O
duration	O	O
of	O	O
use	O	O
and	O	O
was	O	O
more	O	O
pronounced	O	O
in	O	O
recent	O	O
users	O	O
than	O	O
in	O	O
remote	O	O
users	O	O
.	O	O

an	O	O
unexpectedly	O	O
high	O	O
(	O	O
11	O	O
.	O	O
4	O	O
%	O	O
)	O	O
number	O	O
of	O	O
patients	O	O
with	O	O
sph	O	O
had	O	O
used	O	O
anorexigens	O	O
.	O	O

conclusion	O	O
:	O	O

the	O	O
magnitude	O	O
of	O	O
the	O	O
association	O	O
with	O	O
pph	O	O
,	O	O
the	O	O
increase	O	O
of	O	O
association	O	O
with	O	O
increasing	O	O
duration	O	O
of	O	O
use	O	O
,	O	O
and	O	O
the	O	O
specificity	O	O
for	O	O
fenfluramines	B-chem	B-chem
are	O	O
consistent	O	O
with	O	O
previous	O	O
studies	O	O
indicating	O	O
that	O	O
fenfluramines	B-chem	B-chem
are	O	O
causally	O	O
related	O	O
to	O	O
pph	O	O
.	O	O

the	O	O
high	O	O
prevalence	O	O
of	O	O
anorexigen	O	B-chem
use	O	O
in	O	O
patients	O	O
with	O	O
sph	O	O
also	O	O
raises	O	O
the	O	O
possibility	O	O
that	O	O
these	O	O
drugs	O	O
precipitate	O	O
pulmonary	O	O
hypertension	O	O
in	O	O
patients	O	O
with	O	O
underlying	O	O
conditions	O	O
associated	O	O
with	O	O
sph	O	O
.	O	O

clinical	O	O
aspects	O	O
of	O	O
heparin	B-chem	B-chem
-	O	O
induced	O	O
thrombocytopenia	O	O
and	O	O
thrombosis	O	O
and	O	O
other	O	O
side	O	O
effects	O	O
of	O	O
heparin	B-chem	B-chem
therapy	O	O
.	O	O

heparin	B-chem	B-chem
,	O	O
first	O	O
used	O	O
to	O	O
prevent	O	O
the	O	O
clotting	O	O
of	O	O
blood	O	O
in	O	O
vitro	O	O
,	O	O
has	O	O
been	O	O
clinically	O	O
used	O	O
to	O	O
treat	O	O
thrombosis	O	O
for	O	O
more	O	O
than	O	O
50	O	O
years	O	O
.	O	O

although	O	O
several	O	O
new	O	O
anticoagulant	O	O
drugs	O	O
are	O	O
in	O	O
development	O	O
,	O	O
heparin	B-chem	B-chem
remains	O	O
the	O	O
anticoagulant	O	O
of	O	O
choice	O	O
to	O	O
treat	O	O
acute	O	O
thrombotic	O	O
episodes	O	O
.	O	O

the	O	O
clinical	O	O
effects	O	O
of	O	O
heparin	B-chem	B-chem
are	O	O
meritorious	O	O
,	O	O
but	O	O
side	O	O
effects	O	O
do	O	O
exist	O	O
.	O	O

bleeding	O	O
is	O	O
the	O	O
primary	O	O
untoward	O	O
effect	O	O
of	O	O
heparin	B-chem	B-chem
.	O	O

major	O	O
bleeding	O	O
is	O	O
of	O	O
primary	O	O
concern	O	O
in	O	O
patients	O	O
receiving	O	O
heparin	B-chem	B-chem
therapy	O	O
.	O	O

however	O	O
,	O	O
additional	O	O
important	O	O
untoward	O	O
effects	O	O
of	O	O
heparin	B-chem	B-chem
therapy	O	O
include	O	O
heparin	B-chem	B-chem
-	O	O
induced	O	O
thrombocytopenia	O	O
,	O	O
heparin	B-chem	B-chem
-	O	O
associated	O	O
osteoporosis	O	O
,	O	O
eosinophilia	O	O
,	O	O
skin	O	O
reactions	O	O
,	O	O
allergic	O	O
reactions	O	O
other	O	O
than	O	O
thrombocytopenia	O	O
,	O	O
alopecia	O	O
,	O	O
transaminasemia	O	O
,	O	O
hyperkalemia	O	O
,	O	O
hypoaldosteronism	O	O
,	O	O
and	O	O
priapism	O	O
.	O	O

these	O	O
side	O	O
effects	O	O
are	O	O
relatively	O	O
rare	O	O
in	O	O
a	O	O
given	O	O
individual	O	O
,	O	O
but	O	O
given	O	O
the	O	O
extremely	O	O
widespread	O	O
use	O	O
of	O	O
heparin	B-chem	B-chem
,	O	O
some	O	O
are	O	O
quite	O	O
common	O	O
,	O	O
particularly	O	O
hitt	O	O
and	O	O
osteoporosis	O	O
.	O	O

although	O	O
reasonable	O	O
incidences	O	O
of	O	O
many	O	O
of	O	O
these	O	O
side	O	O
effects	O	O
can	O	O
be	O	O
"	O	O
"	O	O
"	O	O
"	O	O
softly	O	O
"	O	O
"	O	O
"	O	O
"	O	O
deduced	O	O
from	O	O
current	O	O
reports	O	O
dealing	O	O
with	O	O
unfractionated	O	O
heparin	B-chem	B-chem
,	O	O
at	O	O
present	O	O
the	O	O
incidences	O	O
of	O	O
these	O	O
side	O	O
effects	O	O
with	O	O
newer	O	O
low	O	O
molecular	O	O
weight	O	O
heparins	B-chem	O
appear	O	O
to	O	O
be	O	O
much	O	O
less	O	O
common	O	O
.	O	O

however	O	O
,	O	O
only	O	O
longer	O	O
experience	O	O
will	O	O
more	O	O
clearly	O	O
define	O	O
the	O	O
incidence	O	O
of	O	O
each	O	O
side	O	O
effect	O	O
with	O	O
low	O	O
molecular	O	O
weight	O	O
preparations	O	O
.	O	O

a	O	O
case	O	O
of	O	O
bilateral	O	O
optic	O	O
neuropathy	O	O
in	O	O
a	O	O
patient	O	O
on	O	O
tacrolimus	B-chem	B-chem
(	O	O
fk506	B-chem	B-chem
)	O	O
therapy	O	O
after	O	O
liver	O	O
transplantation	O	O
.	O	O

purpose	O	O
:	O	O

to	O	O
report	O	O
a	O	O
case	O	O
of	O	O
bilateral	O	O
optic	O	O
neuropathy	O	O
in	O	O
a	O	O
patient	O	O
receiving	O	O
tacrolimus	B-chem	B-chem
(	O	O
fk	B-chem	B-chem
506	I-chem	I-chem
,	O	O
prograf	O	B-chem
;	O	O
fujisawa	O	O
usa	O	O
,	O	O
inc	O	O
,	O	O
deerfield	O	O
,	O	O
illinois	O	O
)	O	O
for	O	O
immunosuppression	O	O
after	O	O
orthotropic	O	O
liver	O	O
transplantation	O	O
.	O	O

method	O	O
:	O	O

case	O	O
report	O	O
.	O	O

in	O	O
a	O	O
58	O	O
-	O	O
year	O	O
-	O	O
old	O	O
man	O	O
receiving	O	O
tacrolimus	B-chem	B-chem
after	O	O
orthotropic	O	O
liver	O	O
transplantation	O	O
,	O	O
serial	O	O
neuro	O	O
-	O	O
ophthalmologic	O	O
examinations	O	O
and	O	O
laboratory	O	O
studies	O	O
were	O	O
performed	O	O
.	O	O

results	O	O
:	O	O

the	O	O
patient	O	O
had	O	O
episodic	O	O
deterioration	O	O
of	O	O
vision	O	O
in	O	O
both	O	O
eyes	O	O
,	O	O
with	O	O
clinical	O	O
features	O	O
resembling	O	O
ischemic	O	O
optic	O	O
neuropathies	O	O
.	O	O

deterioration	O	O
of	O	O
vision	O	O
occurred	O	O
despite	O	O
discontinuation	O	O
of	O	O
the	O	O
tacrolimus	B-chem	B-chem
.	O	O

conclusion	O	O
:	O	O

tacrolimus	B-chem	B-chem
and	O	O
other	O	O
immunosuppressive	O	O
agents	O	O
may	O	O
be	O	O
associated	O	O
with	O	O
optic	O	O
nerve	O	O
toxicity	O	O
.	O	O

hypercalcemia	O	O
,	O	O
arrhythmia	O	O
,	O	O
and	O	O
mood	O	O
stabilizers	O	O
.	O	O

recent	O	O
findings	O	O
in	O	O
a	O	O
bipolar	O	O
patient	O	O
receiving	O	O
maintenance	O	O
lithium	B-chem	B-chem
therapy	O	O
who	O	O
developed	O	O
hypercalcemia	O	O
and	O	O
severe	O	O
bradyarrhythmia	O	O
prompted	O	O
the	O	O
authors	O	O
to	O	O
conduct	O	O
a	O	O
retrospective	O	O
study	O	O
of	O	O
bipolar	O	O
patients	O	O
with	O	O
lithium	B-chem	B-chem
-	O	O
associated	O	O
hypercalcemia	O	O
.	O	O

a	O	O
printout	O	O
of	O	O
all	O	O
cases	O	O
of	O	O
hypercalcemia	O	O
that	O	O
presented	O	O
during	O	O
a	O	O
1	O	O
-	O	O
year	O	O
period	O	O
was	O	O
generated	O	O
.	O	O

after	O	O
eliminating	O	O
spurious	O	O
hypercalcemias	O	O
or	O	O
those	O	O
associated	O	O
with	O	O
intravenous	O	O
fluids	O	O
,	O	O
the	O	O
authors	O	O
identified	O	O
18	O	O
non	O	O
-	O	O
lithium	B-chem	B-chem
-	O	O
treated	O	O
patients	O	O
with	O	O
hypercalcemias	O	O
related	O	O
to	O	O
malignancies	O	O
and	O	O
other	O	O
medical	O	O
conditions	O	O
(	O	O
group	O	O
a	O	O
)	O	O
and	O	O
12	O	O
patients	O	O
with	O	O
lithium	B-chem	B-chem
-	O	O
associated	O	O
hypercalcemia	O	O
(	O	O
group	O	O
b	O	O
)	O	O
.	O	O

patients	O	O
in	O	O
group	O	O
b	O	O
were	O	O
not	O	O
comparable	O	O
to	O	O
those	O	O
in	O	O
group	O	O
a	O	O
,	O	O
as	O	O
the	O	O
latter	O	O
were	O	O
medically	O	O
compromised	O	O
and	O	O
were	O	O
receiving	O	O
multiple	O	O
pharmacotherapies	O	O
.	O	O

thus	O	O
,	O	O
two	O	O
control	O	O
groups	O	O
were	O	O
generated	O	O
:	O	O
group	O	O
c1	O	O
,	O	O
which	O	O
included	O	O
age	O	O
-	O	O
and	O	O
sex	O	O
-	O	O
comparable	O	O
lithium	B-chem	B-chem
-	O	O
treated	O	O
bipolar	O	O
normocalcemic	O	O
patients	O	O
,	O	O
and	O	O
group	O	O
c2	O	O
,	O	O
which	O	O
included	O	O
bipolar	O	O
normocalcemic	O	O
patients	O	O
treated	O	O
with	O	O
anticonvulsant	O	O
mood	O	O
stabilizers	O	O
.	O	O

the	O	O
electrocardiographic	O	O
(	O	O
ecg	O	O
)	O	O
findings	O	O
for	O	O
patients	O	O
in	O	O
group	O	O
b	O	O
were	O	O
compared	O	O
with	O	O
those	O	O
of	O	O
patients	O	O
in	O	O
groups	O	O
c1	O	O
and	O	O
c2	O	O
.	O	O

it	O	O
was	O	O
found	O	O
that	O	O
these	O	O
groups	O	O
did	O	O
not	O	O
differ	O	O
in	O	O
their	O	O
overall	O	O
frequency	O	O
of	O	O
ecg	O	O
abnormalities	O	O
;	O	O
however	O	O
,	O	O
there	O	O
were	O	O
significant	O	O
differences	O	O
in	O	O
the	O	O
frequency	O	O
of	O	O
conduction	O	O
defects	O	O
.	O	O

patients	O	O
with	O	O
hypercalcemia	O	O
resulting	O	O
from	O	O
medical	O	O
diseases	O	O
and	O	O
bipolar	O	O
patients	O	O
with	O	O
lithium	B-chem	B-chem
-	O	O
associated	O	O
hypercalcemia	O	O
had	O	O
significantly	O	O
higher	O	O
frequencies	O	O
of	O	O
conduction	O	O
defects	O	O
.	O	O

patients	O	O
in	O	O
group	O	O
a	O	O
had	O	O
significant	O	O
mortality	O	O
at	O	O
2	O	O
-	O	O
year	O	O
follow	O	O
-	O	O
up	O	O
(	O	O
28	O	O
%	O	O
)	O	O
,	O	O
in	O	O
contrast	O	O
to	O	O
zero	O	O
mortality	O	O
in	O	O
the	O	O
other	O	O
three	O	O
groups	O	O
.	O	O

the	O	O
clinical	O	O
implications	O	O
of	O	O
these	O	O
findings	O	O
are	O	O
discussed	O	O
.	O	O

attenuation	O	O
of	O	O
nephrotoxicity	O	O
by	O	O
a	O	O
novel	O	O
lipid	O	O
nanosphere	O	O

(	O	O
ns	O	B-chem
-	O	I-chem
718	O	I-chem
)	O	O
incorporating	O	O
amphotericin	B-chem	B-chem
b	I-chem	I-chem
.	O	O
ns	O	B-chem
-	O	I-chem
718	O	I-chem
,	O	O
a	O	O
lipid	O	O
nanosphere	O	O
incorporating	O	O
amphotericin	B-chem	B-chem
b	I-chem	I-chem
,	O	O
is	O	O
effective	O	O
against	O	O
pathogenic	O	O
fungi	O	O
and	O	O
has	O	O
low	O	O
toxicity	O	O
.	O	O

we	O	O
compared	O	O
the	O	O
toxicity	O	O
of	O	O
ns	O	O
-	O	O
718	O	O
with	O	O
that	O	O
of	O	O
fungizone	B-chem	B-chem
(	O	O
amphotericin	B-chem	B-chem
b	I-chem	I-chem
-	I-chem	I-chem
sodium	I-chem	B-chem
deoxycholate	I-chem	I-chem
;	O	O
d	B-chem	B-chem
-	I-chem	I-chem
amb	I-chem	I-chem
)	O	O
in	O	O
vitro	O	O
using	O	O
renal	O	O
cell	O	O
cultures	O	O
and	O	O
in	O	O
vivo	O	O
by	O	O
biochemical	O	O
analysis	O	O
,	O	O
histopathological	O	O
study	O	O
of	O	O
the	O	O
kidney	O	O
and	O	O
pharmacokinetic	O	O
study	O	O
of	O	O
amphotericin	B-chem	B-chem
b	I-chem	I-chem
following	O	O
intravenous	O	O
infusion	O	O
of	O	O
the	O	O
formulation	O	O
in	O	O
rats	O	O
.	O	O

incubation	O	O
with	O	O
ns	O	B-chem
-	O	I-chem
718	O	I-chem
resulted	O	O
in	O	O
significantly	O	O
less	O	O
damage	O	O
of	O	O
cultured	O	O
human	O	O
renal	O	O
proximal	O	O
tubular	O	O
epithelial	O	O
cells	O	O
compared	O	O
with	O	O
d	B-chem	O
-	I-chem	O
amb	I-chem	B-chem
.	O	O
serum	O	O
blood	O	B-chem
urea	B-chem	I-chem
and	O	O
creatinine	B-chem	B-chem
concentrations	O	O
increased	O	O
significantly	O	O
in	O	O
rats	O	O
given	O	O
an	O	O
iv	O	O
infusion	O	O
of	O	O
d	B-chem	B-chem
-	I-chem	I-chem
amb	I-chem	I-chem
3	O	O
mg	O	O
/	O	O
kg	O	O
but	O	O
not	O	O
in	O	O
those	O	O
given	O	O
the	O	O
same	O	O
dose	O	O
of	O	O
ns	O	O
-	O	O
718	O	O
.	O	O

histopathological	O	O
examination	O	O
of	O	O
the	O	O
kidney	O	O
showed	O	O
tubular	O	O
necrosis	O	O
in	O	O
d	B-chem	O
-	I-chem	O
amb	I-chem	B-chem
-	O	O
treated	O	O
rats	O	O
but	O	O
no	O	O
change	O	O
in	O	O
ns	O	O
-	O	O
718	O	I-chem
-	O	O
treated	O	O
rats	O	O
.	O	O

amphotericin	B-chem	B-chem
b	I-chem	I-chem
concentrations	O	O
in	O	O
the	O	O
kidney	O	O
in	O	O
ns	O	O
-	O	O
718	O	I-chem
-	O	O
treated	O	O
rats	O	O
were	O	O
higher	O	O
than	O	O
those	O	O
in	O	O
d	B-chem	O
-	I-chem	O
amb	I-chem	B-chem
-	O	O
treated	O	O
rats	O	O
.	O	O

our	O	O
in	O	O
vitro	O	O
and	O	O
in	O	O
vivo	O	O
results	O	O
suggest	O	O
that	O	O
incorporation	O	O
of	O	O
amphotericin	B-chem	B-chem
b	I-chem	I-chem
into	O	O
lipid	O	O
nanospheres	O	O
of	O	O
ns	O	B-chem
-	O	I-chem
718	O	I-chem
attenuates	O	O
the	O	O
nephrotoxicity	O	O
of	O	O
amphotericin	B-chem	B-chem
b	I-chem	I-chem
.	O	O

patterns	O	O
of	O	O
sulfadiazine	B-chem	B-chem
acute	O	O
nephrotoxicity	O	O
.	O	O

sulfadiazine	B-chem	B-chem
acute	O	O
nephrotoxicity	O	O
is	O	O
reviving	O	O
specially	O	O
because	O	O
of	O	O
its	O	O
use	O	O
in	O	O
toxoplasmosis	O	O
in	O	O
hiv	O	O
-	O	O
positive	O	O
patients	O	O
.	O	O

we	O	O
report	O	O
4	O	O
cases	O	O
,	O	O
one	O	O
of	O	O
them	O	O
in	O	O
a	O	O
previously	O	O
healthy	O	O
person	O	O
.	O	O

under	O	O
treatment	O	O
with	O	O
sulfadiazine	B-chem	B-chem
they	O	O
developed	O	O
oliguria	O	O
,	O	O
abdominal	O	O
pain	O	O
,	O	O
renal	O	O
failure	O	O
and	O	O
showed	O	O
multiple	O	O
radiolucent	O	O
renal	O	O
calculi	O	O
in	O	O
echography	O	O
.	O	O

all	O	O
patients	O	O
recovered	O	O
their	O	O
previous	O	O
normal	O	O
renal	O	O
function	O	O
after	O	O
adequate	O	O
hydration	O	O
and	O	O
alcalinization	O	O
.	O	O

a	O	O
nephrostomy	O	O
tube	O	O
had	O	O
to	O	O
be	O	O
placed	O	O
in	O	O
one	O	O
of	O	O
the	O	O
patients	O	O
for	O	O
ureteral	O	O
lithiasis	O	O
in	O	O
a	O	O
single	O	O
functional	O	O
kidney	O	O
.	O	O

none	O	O
of	O	O
them	O	O
needed	O	O
dialysis	O	O
or	O	O
a	O	O
renal	O	O
biopsy	O	O
because	O	O
of	O	O
a	O	O
typical	O	O
benign	O	O
course	O	O
.	O	O

treatment	O	O
with	O	O
sulfadiazine	B-chem	B-chem
requires	O	O
exquisite	O	O
control	O	O
of	O	O
renal	O	O
function	O	O
,	O	O
an	O	O
increase	O	O
in	O	O
water	O	O
ingestion	O	O
and	O	O
possibly	O	O
the	O	O
alcalinization	O	O
of	O	O
the	O	O
urine	O	O
.	O	O

we	O	O
communicate	O	O
a	O	O
case	O	O
in	O	O
a	O	O
previously	O	O
healthy	O	O
person	O	O
,	O	O
a	O	O
fact	O	O
not	O	O
found	O	O
in	O	O
the	O	O
recent	O	O
literature	O	O
.	O	O

probably	O	O
many	O	O
more	O	O
cases	O	O
are	O	O
not	O	O
detected	O	O
.	O	O

we	O	O
think	O	O
that	O	O
a	O	O
prospective	O	O
study	O	O
would	O	O
be	O	O
useful	O	O
.	O	O

downbeat	O	O
nystagmus	O	O
associated	O	O
with	O	O
intravenous	O	O
patient	O	O
-	O	O
controlled	O	O
administration	O	O
of	O	O
morphine	B-chem	B-chem
.	O	O

implications	O	O
:	O	O

this	O	O
case	O	O
documents	O	O
a	O	O
patient	O	O
who	O	O
developed	O	O
dizziness	O	O
with	O	O
downbeating	O	O
nystagmus	O	O
while	O	O
receiving	O	O
a	O	O
relatively	O	O
large	O	O
dose	O	O
of	O	O
iv	O	O
patient	O	O
-	O	O
controlled	O	O
analgesia	O	O
morphine	B-chem	B-chem
.	O	O

although	O	O
there	O	O
have	O	O
been	O	O
case	O	O
reports	O	O
of	O	O
epidural	O	O
morphine	B-chem	B-chem
with	O	O
these	O	O
symptoms	O	O
and	O	O
signs	O	O
,	O	O
this	O	O
has	O	O
not	O	O
been	O	O
previously	O	O
documented	O	O
with	O	O
iv	O	O
or	O	O
patient	O	O
-	O	O
controlled	O	O
analgesia	O	O
morphine	B-chem	B-chem
.	O	O

hemodynamic	O	O
and	O	O
antiadrenergic	O	O
effects	O	O
of	O	O
dronedarone	B-chem	B-chem
and	O	O
amiodarone	B-chem	B-chem
in	O	O
animals	O	O
with	O	O
a	O	O
healed	O	O
myocardial	O	O
infarction	O	O
.	O	O

the	O	O
hemodynamic	O	O
and	O	O
antiadrenergic	O	O
effects	O	O
of	O	O
dronedarone	B-chem	B-chem
,	O	O
a	O	O
noniodinated	O	O
compound	O	O
structurally	O	O
related	O	O
to	O	O
amiodarone	B-chem	B-chem
,	O	O
were	O	O
compared	O	O
with	O	O
those	O	O
of	O	O
amiodarone	B-chem	B-chem
after	O	O
prolonged	O	O
oral	O	O
administration	O	O
,	O	O
both	O	O
at	O	O
rest	O	O
and	O	O
during	O	O
sympathetic	O	O
stimulation	O	O
in	O	O
conscious	O	O
dogs	O	O
with	O	O
a	O	O
healed	O	O
myocardial	O	O
infarction	O	O
.	O	O

all	O	O
dogs	O	O
(	O	O
n	O	O
=	O	O
6	O	O
)	O	O
randomly	O	O
received	O	O
orally	O	O
dronedarone	B-chem	B-chem
(	O	O
10	O	O
and	O	O
30	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
,	O	O
amiodarone	B-chem	B-chem
(	O	O
10	O	O
and	O	O
30	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
,	O	O
and	O	O
placebo	O	O
twice	O	O
daily	O	O
for	O	O
7	O	O
days	O	O
,	O	O
with	O	O
a	O	O
3	O	O
-	O	O
week	O	O
washout	O	O
between	O	O
consecutive	O	O
treatments	O	O
.	O	O

heart	O	O
rate	O	O
(	O	O
hr	O	O
)	O	O
,	O	O
mean	O	O
arterial	O	O
pressure	O	O
(	O	O
mbp	O	O
)	O	O
,	O	O
positive	O	O
rate	O	O
of	O	O
increase	O	O
of	O	O
left	O	O
ventricular	O	O
pressure	O	O
(	O	O
+	O	O
lvdp	O	O
/	O	O
dt	O	O
)	O	O
,	O	O
echocardiographically	O	O
assessed	O	O
left	O	O
ventricular	O	O
ejection	O	O
fraction	O	O
(	O	O
lvef	O	O
)	O	O
,	O	O
and	O	O
fractional	O	O
shortening	O	O
(	O	O
fs	O	O
)	O	O
,	O	O
as	O	O
well	O	O
as	O	O
chronotropic	O	O
response	O	O
to	O	O
